"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Oct 23 19:48:23 GMT 2024","Wed Oct 23 19:48:25 GMT 2024","1997","","AuthServiceSuite","","","","[Login] Incorrect password",""
"passed","Wed Oct 23 19:48:23 GMT 2024","Wed Oct 23 19:48:23 GMT 2024","6","","UserRepoSuite","","","","[GetUserByEmail] Get user by email",""
"passed","Wed Oct 23 19:48:23 GMT 2024","Wed Oct 23 19:48:23 GMT 2024","11","","RacketServiceSuite","","","","[UpdateRacket] wrong ID",""
"passed","Wed Oct 23 19:49:37 GMT 2024","Wed Oct 23 19:49:37 GMT 2024","6","","UserSuite","","","","[Integration GetAllUsers] Correct",""
"passed","Wed Oct 23 19:48:23 GMT 2024","Wed Oct 23 19:48:23 GMT 2024","3","","CartRepoSuite","","","","[Update] Update cart",""
"passed","Wed Oct 23 19:48:23 GMT 2024","Wed Oct 23 19:48:23 GMT 2024","44","","OrderServiceSuite","","","","[CreateOrder1] no existed cart",""
"passed","Wed Oct 23 19:49:36 GMT 2024","Wed Oct 23 19:49:36 GMT 2024","22","","UserRepoSuite","","","","[GetUserByID] Get user by id",""
"passed","Tue Oct 22 20:45:26 GMT 2024","Tue Oct 22 20:45:26 GMT 2024","14","","FeedbackRepoSuite","","","","[Delete] Delete feedback",""
"passed","Tue Oct 22 20:45:26 GMT 2024","Tue Oct 22 20:45:26 GMT 2024","30","","FeedbackRepoSuite","","","","[Create] Create feedback",""
"passed","Wed Oct 23 19:48:23 GMT 2024","Wed Oct 23 19:48:24 GMT 2024","1174","","AuthServiceSuite","","","","[Register] Correct",""
"passed","Wed Oct 23 19:48:23 GMT 2024","Wed Oct 23 19:48:23 GMT 2024","11","","CartServiceSuite","","","","[AddRacket] Create cart",""
"passed","Tue Oct 22 20:45:27 GMT 2024","Tue Oct 22 20:45:27 GMT 2024","50","","FeedbackServiceSuite","","","","[GetFeedbacksByRacketID] success",""
"passed","Wed Oct 23 19:49:36 GMT 2024","Wed Oct 23 19:49:36 GMT 2024","6","","RacketRepoSuite","","","","[GetAllRackets] Get all rackets",""
"passed","Wed Oct 23 19:48:23 GMT 2024","Wed Oct 23 19:48:24 GMT 2024","1188","","AuthServiceSuite","","","","[Register] User already exists",""
"passed","Wed Oct 23 19:48:23 GMT 2024","Wed Oct 23 19:48:23 GMT 2024","15","","UserServiceSuite","","","","[GetUserByID] Correct ID",""
"passed","Wed Oct 23 19:48:23 GMT 2024","Wed Oct 23 19:48:23 GMT 2024","5","","UserRepoSuite","","","","[GetAllUsers] Get all users",""
"passed","Wed Oct 23 19:48:23 GMT 2024","Wed Oct 23 19:48:25 GMT 2024","2005","","AuthServiceSuite","","","","[Login] Correct password",""
"passed","Wed Oct 23 19:48:23 GMT 2024","Wed Oct 23 19:48:23 GMT 2024","45","","OrderServiceSuite","","","","[UpdateOrderStatus] correct order id",""
"passed","Wed Oct 23 19:48:23 GMT 2024","Wed Oct 23 19:48:23 GMT 2024","35","","UserServiceSuite","","","","[UpdateUser] Correct",""
"passed","Tue Oct 22 20:45:26 GMT 2024","Tue Oct 22 20:45:26 GMT 2024","27","","FeedbackRepoSuite","","","","[GetFeedbacksByUserID] Get feedback feedback",""
"passed","Tue Oct 22 20:45:26 GMT 2024","Tue Oct 22 20:45:26 GMT 2024","28","","FeedbackRepoSuite","","","","[GetFeedbacksByRacketID] Get feedbacks by racket id",""
"passed","Wed Oct 23 19:49:37 GMT 2024","Wed Oct 23 19:49:37 GMT 2024","9","","UserSuite","","","","[Integration GetUserByID] Correct ID",""
"passed","Wed Oct 23 19:49:36 GMT 2024","Wed Oct 23 19:49:36 GMT 2024","10","","RacketRepoSuite","","","","[Create] Create racket",""
"passed","Wed Oct 23 19:49:36 GMT 2024","Wed Oct 23 19:49:36 GMT 2024","8","","CartRepoSuite","","","","[AddRacket] Add racket to cart",""
"passed","Wed Oct 23 19:48:23 GMT 2024","Wed Oct 23 19:48:23 GMT 2024","2","","UserRepoSuite","","","","[Update] Update user role",""
"passed","Wed Oct 23 19:48:23 GMT 2024","Wed Oct 23 19:48:23 GMT 2024","9","","RacketServiceSuite","","","","[CreateRacket] wrong amount",""
"passed","Wed Oct 23 19:49:36 GMT 2024","Wed Oct 23 19:49:36 GMT 2024","19","","OrderRepoSuite","","","","[GetMyOrders] Get my orders",""
"passed","Wed Oct 23 19:49:37 GMT 2024","Wed Oct 23 19:49:37 GMT 2024","12","","RacketSuite","","","","[Integration UpdateRacket] correct request",""
"passed","Wed Oct 23 19:49:37 GMT 2024","Wed Oct 23 19:49:37 GMT 2024","14","","RacketSuite","","","","[Integration GetRacketByID] correct id",""
"passed","Wed Oct 23 19:49:36 GMT 2024","Wed Oct 23 19:49:36 GMT 2024","21","","UserRepoSuite","","","","[GetUserByEmail] Get user by email",""
"passed","Wed Oct 23 19:48:23 GMT 2024","Wed Oct 23 19:48:23 GMT 2024","33","","UserServiceSuite","","","","[UpdateUser] Incorrrect ID",""
"passed","Tue Oct 22 20:45:27 GMT 2024","Tue Oct 22 20:45:27 GMT 2024","66","","FeedbackServiceSuite","","","","[CreateFeedback] Incorrect",""
"passed","Tue Oct 22 20:45:27 GMT 2024","Tue Oct 22 20:45:27 GMT 2024","69","","FeedbackServiceSuite","","","","[GetFeedbacksByUserID] Incorrect user ID",""
"passed","Wed Oct 23 19:49:37 GMT 2024","Wed Oct 23 19:49:37 GMT 2024","8","","UserSuite","","","","[Integration GetUserByID] Incorrect ID",""
"passed","Tue Oct 22 20:45:27 GMT 2024","Tue Oct 22 20:45:27 GMT 2024","55","","FeedbackServiceSuite","","","","[GetFeedbacksByRacketID] Incorrect racket ID",""
"passed","Wed Oct 23 19:49:36 GMT 2024","Wed Oct 23 19:49:36 GMT 2024","16","","OrderRepoSuite","","","","[GetOrderByID] Get order by id",""
"passed","Wed Oct 23 19:49:48 GMT 2024","Wed Oct 23 19:49:48 GMT 2024","86","","E2ESuite","","","","[E2E] E2E Test",""
"passed","Wed Oct 23 19:49:36 GMT 2024","Wed Oct 23 19:49:36 GMT 2024","7","","CartRepoSuite","","","","[GetCartByID] Get cart by id",""
"passed","Wed Oct 23 19:48:23 GMT 2024","Wed Oct 23 19:48:23 GMT 2024","7","","OrderRepoSuite","","","","[Create] Create order",""
"passed","Wed Oct 23 19:49:37 GMT 2024","Wed Oct 23 19:49:37 GMT 2024","13","","RacketSuite","","","","[Integration GetRacketByID] wrong id",""
"passed","Wed Oct 23 19:48:23 GMT 2024","Wed Oct 23 19:48:23 GMT 2024","42","","OrderServiceSuite","","","","[GetAllOrders2] wrong column name",""
"passed","Wed Oct 23 19:48:23 GMT 2024","Wed Oct 23 19:48:23 GMT 2024","41","","OrderServiceSuite","","","","[CreateOrder2] create order",""
"passed","Wed Oct 23 19:49:37 GMT 2024","Wed Oct 23 19:49:38 GMT 2024","981","","AuthSuite","","","","[Login] Incorrect password",""
"passed","Wed Oct 23 19:49:36 GMT 2024","Wed Oct 23 19:49:36 GMT 2024","10","","CartRepoSuite","","","","[Create] Create cart",""
"passed","Wed Oct 23 19:48:23 GMT 2024","Wed Oct 23 19:48:23 GMT 2024","8","","RacketServiceSuite","","","","[CreateRacket] correct request",""
"passed","Wed Oct 23 19:49:36 GMT 2024","Wed Oct 23 19:49:36 GMT 2024","12","","RacketRepoSuite","","","","[Update] Update racket",""
"passed","Wed Oct 23 19:48:23 GMT 2024","Wed Oct 23 19:48:23 GMT 2024","6","","CartRepoSuite","","","","[RemoveRacket] Remove racket to cart",""
"passed","Wed Oct 23 19:48:23 GMT 2024","Wed Oct 23 19:48:23 GMT 2024","35","","UserServiceSuite","","","","[GetAllUsers] Correct",""
"passed","Wed Oct 23 19:49:36 GMT 2024","Wed Oct 23 19:49:36 GMT 2024","17","","OrderRepoSuite","","","","[GetAllOrders] Get all orders",""
"passed","Wed Oct 23 19:49:36 GMT 2024","Wed Oct 23 19:49:36 GMT 2024","22","","UserRepoSuite","","","","[Delete] Delete user",""
"passed","Tue Oct 22 20:45:26 GMT 2024","Tue Oct 22 20:45:26 GMT 2024","16","","FeedbackRepoSuite","","","","[GetFeedback] Get feedback",""
"passed","Wed Oct 23 19:48:23 GMT 2024","Wed Oct 23 19:48:23 GMT 2024","5","","OrderRepoSuite","","","","[Delete] Update order",""
"passed","Wed Oct 23 19:49:36 GMT 2024","Wed Oct 23 19:49:36 GMT 2024","17","","RacketRepoSuite","","","","[Delete] Delete racket",""
"passed","Wed Oct 23 19:48:23 GMT 2024","Wed Oct 23 19:48:23 GMT 2024","2","","AuthServiceSuite","","","","[GetCartByID] existed cart",""
"passed","Wed Oct 23 19:49:37 GMT 2024","Wed Oct 23 19:49:37 GMT 2024","5","","UserSuite","","","","[Integration UpdateUser] Incorrrect ID",""
"passed","Wed Oct 23 19:48:23 GMT 2024","Wed Oct 23 19:48:23 GMT 2024","47","","OrderServiceSuite","","","","[GetOrderByID1] wrong order id",""
"passed","Tue Oct 22 20:45:27 GMT 2024","Tue Oct 22 20:45:27 GMT 2024","69","","FeedbackServiceSuite","","","","[DeleteFeedback] not existed feedback",""
"passed","Wed Oct 23 19:49:36 GMT 2024","Wed Oct 23 19:49:36 GMT 2024","14","","UserRepoSuite","","","","[GetAllUsers] Get all users",""
"passed","Wed Oct 23 19:48:23 GMT 2024","Wed Oct 23 19:48:23 GMT 2024","46","","OrderServiceSuite","","","","[GetAllOrders1] get all orders",""
"passed","Wed Oct 23 19:49:36 GMT 2024","Wed Oct 23 19:49:36 GMT 2024","22","","OrderRepoSuite","","","","[Update] Update order",""
"passed","Tue Oct 22 20:45:27 GMT 2024","Tue Oct 22 20:45:27 GMT 2024","59","","FeedbackServiceSuite","","","","[CreateFeedback] Correct",""
"passed","Wed Oct 23 19:48:23 GMT 2024","Wed Oct 23 19:48:23 GMT 2024","43","","OrderServiceSuite","","","","[GetMyOrders1] wrong user id",""
"passed","Wed Oct 23 19:49:36 GMT 2024","Wed Oct 23 19:49:36 GMT 2024","24","","UserRepoSuite","","","","[Update] Update user role",""
"passed","Wed Oct 23 19:49:37 GMT 2024","Wed Oct 23 19:49:37 GMT 2024","5","","AuthSuite","","","","[Register] User already exists",""
"passed","Tue Oct 22 20:45:27 GMT 2024","Tue Oct 22 20:45:27 GMT 2024","53","","FeedbackServiceSuite","","","","[DeleteFeedback] success",""
"passed","Wed Oct 23 19:48:23 GMT 2024","Wed Oct 23 19:48:23 GMT 2024","33","","UserServiceSuite","","","","[GetAllUsers] Repository error",""
"passed","Wed Oct 23 19:48:23 GMT 2024","Wed Oct 23 19:48:23 GMT 2024","22","","OrderServiceSuite","","","","[GetOrderByID2] correct order id",""
"passed","Wed Oct 23 19:48:23 GMT 2024","Wed Oct 23 19:48:23 GMT 2024","24","","OrderServiceSuite","","","","[GetMyOrders2] correct user id",""
"passed","Wed Oct 23 19:49:37 GMT 2024","Wed Oct 23 19:49:38 GMT 2024","983","","AuthSuite","","","","[Login] Correct password",""
"passed","Wed Oct 23 19:48:23 GMT 2024","Wed Oct 23 19:48:23 GMT 2024","11","","CartServiceSuite","","","","[AddRacket] No racket",""
"passed","Wed Oct 23 19:48:23 GMT 2024","Wed Oct 23 19:48:23 GMT 2024","20","","CartServiceSuite","","","","[AddRacket] add new racket",""
"passed","Wed Oct 23 19:48:23 GMT 2024","Wed Oct 23 19:48:23 GMT 2024","4","","AuthServiceSuite","","","","[GetCartByID] no existed cart",""
"passed","Wed Oct 23 19:48:23 GMT 2024","Wed Oct 23 19:48:23 GMT 2024","6","","RacketServiceSuite","","","","[GetAllRackets] no rackets",""
"passed","Wed Oct 23 19:49:36 GMT 2024","Wed Oct 23 19:49:36 GMT 2024","21","","CartRepoSuite","","","","[Delete] Delete cart by id",""
"passed","Tue Oct 22 20:45:26 GMT 2024","Tue Oct 22 20:45:26 GMT 2024","27","","FeedbackRepoSuite","","","","[Update] Update feedback",""
"passed","Wed Oct 23 19:49:37 GMT 2024","Wed Oct 23 19:49:38 GMT 2024","983","","AuthSuite","","","","[Register] Successfully registered",""
"passed","Wed Oct 23 19:48:23 GMT 2024","Wed Oct 23 19:48:23 GMT 2024","5","","UserRepoSuite","","","","[GetUserByID] Get user by id",""
"passed","Wed Oct 23 19:48:23 GMT 2024","Wed Oct 23 19:48:23 GMT 2024","4","","UserRepoSuite","","","","[Create] Create user",""
"passed","Wed Oct 23 19:49:37 GMT 2024","Wed Oct 23 19:49:37 GMT 2024","2","","AuthSuite","","","","[Login] User doesn't exist",""
"passed","Wed Oct 23 19:49:37 GMT 2024","Wed Oct 23 19:49:37 GMT 2024","10","","RacketSuite","","","","[Integration UpdateRacket] wrong ID",""
"passed","Wed Oct 23 19:48:23 GMT 2024","Wed Oct 23 19:48:23 GMT 2024","14","","CartServiceSuite","","","","[RemoveRacket] remove existed racket",""
"passed","Wed Oct 23 19:49:37 GMT 2024","Wed Oct 23 19:49:37 GMT 2024","18","","RacketSuite","","","","[Integration CreateRacket] correct request",""
"passed","Wed Oct 23 19:48:23 GMT 2024","Wed Oct 23 19:48:23 GMT 2024","6","","RacketServiceSuite","","","","[GetRacketByID] correct id",""
"passed","Wed Oct 23 19:48:23 GMT 2024","Wed Oct 23 19:48:23 GMT 2024","12","","CartServiceSuite","","","","[RemoveRacket] no cart yet",""
"passed","Wed Oct 23 19:49:37 GMT 2024","Wed Oct 23 19:49:37 GMT 2024","15","","RacketSuite","","","","[Integration GetAllRackets] Correct",""
"passed","Wed Oct 23 19:48:23 GMT 2024","Wed Oct 23 19:48:23 GMT 2024","3","","RacketServiceSuite","","","","[GetRacketByID] wrong id",""
"passed","Wed Oct 23 19:48:23 GMT 2024","Wed Oct 23 19:48:23 GMT 2024","2","","AuthServiceSuite","","","","[Login] User doesn't exist",""
"passed","Wed Oct 23 19:49:37 GMT 2024","Wed Oct 23 19:49:37 GMT 2024","9","","RacketSuite","","","","[Integration CreateRacket] wrong amount",""
"passed","Wed Oct 23 19:48:23 GMT 2024","Wed Oct 23 19:48:23 GMT 2024","34","","UserServiceSuite","","","","[GetUserByID] Incorrect ID",""
"passed","Wed Oct 23 19:48:23 GMT 2024","Wed Oct 23 19:48:23 GMT 2024","32","","CartServiceSuite","","","","[UpdateRacket] add racket quantity",""
"passed","Wed Oct 23 19:48:23 GMT 2024","Wed Oct 23 19:48:23 GMT 2024","5","","RacketServiceSuite","","","","[GetAllRackets] get rackets",""
"passed","Wed Oct 23 19:48:23 GMT 2024","Wed Oct 23 19:48:23 GMT 2024","30","","CartServiceSuite","","","","[UpdateRacket] subtract racket quantity",""
"passed","Wed Oct 23 19:49:36 GMT 2024","Wed Oct 23 19:49:36 GMT 2024","26","","UserRepoSuite","","","","[Create] Create user",""
"passed","Wed Oct 23 19:48:23 GMT 2024","Wed Oct 23 19:48:23 GMT 2024","10","","RacketServiceSuite","","","","[UpdateRacket] correct request",""
"passed","Wed Oct 23 19:48:23 GMT 2024","Wed Oct 23 19:48:23 GMT 2024","7","","UserRepoSuite","","","","[Delete] Delete user",""
"passed","Tue Oct 22 20:45:27 GMT 2024","Tue Oct 22 20:45:27 GMT 2024","67","","FeedbackServiceSuite","","","","[GetFeedbacksByUserID] Incorrect user ID",""
"passed","Wed Oct 23 19:48:23 GMT 2024","Wed Oct 23 19:48:23 GMT 2024","12","","CartServiceSuite","","","","[UpdateRacket] no cart yet",""
"passed","Wed Oct 23 19:49:37 GMT 2024","Wed Oct 23 19:49:37 GMT 2024","11","","UserSuite","","","","[Integration UpdateUser] Correct",""
"passed","Tue Oct 22 20:45:27 GMT 2024","Tue Oct 22 20:45:27 GMT 2024","57","","FeedbackServiceSuite","","","","[DeleteFeedback] repository error",""
"passed","Wed Oct 23 19:48:23 GMT 2024","Wed Oct 23 19:48:23 GMT 2024","21","","CartServiceSuite","","","","[RemoveRacket] remove not existed racket",""
"passed","Wed Oct 23 19:49:36 GMT 2024","Wed Oct 23 19:49:36 GMT 2024","11","","RacketRepoSuite","","","","[GetRacketByID] Get racket by ID",""
